,Coin,Window width in mins,buy_and_hold,hold_net_profit,strategy,strategy_net_profit,longs,sells,shorts,covers,total_trades
0,XRP,30,13.30741168751675,13.307411687516748,-77.5797335212748,-77.5797335212748,2315,2315,0,0,4630
1,XRP,150,13.30741168751675,13.307411687516748,-77.08111333896588,-77.08111333896588,767,767,0,0,1534
2,XRP,270,13.30741168751675,13.307411687516748,-69.82494645649041,-69.82494645649041,464,463,0,0,927
3,XRP,390,13.30741168751675,13.307411687516748,-51.9541856061859,-51.9541856061859,314,313,0,0,627
4,XRP,510,13.30741168751675,13.307411687516748,-31.468532273713397,-31.468532273713407,239,238,0,0,477
5,XRP,630,13.30741168751675,13.307411687516748,-4.340664269498376,-4.340664269498376,196,195,0,0,391
6,XRP,750,13.30741168751675,13.307411687516748,67.0945557018473,67.0945557018473,164,163,0,0,327
7,XRP,870,13.30741168751675,13.307411687516748,55.40574073921684,55.40574073921681,151,150,0,0,301
8,XRP,990,13.30741168751675,13.307411687516748,49.76937152470498,49.76937152470498,136,135,0,0,271
9,XRP,1110,13.30741168751675,13.307411687516748,99.49460371090555,99.49460371090555,117,117,0,0,234
10,XRP,1230,13.30741168751675,13.307411687516748,85.54424981334972,85.54424981334972,105,105,0,0,210
11,XRP,1350,13.30741168751675,13.307411687516748,70.91170980219331,70.91170980219331,96,96,0,0,192
12,XRP,1470,13.30741168751675,13.307411687516748,81.99773691359275,81.99773691359275,88,88,0,0,176
13,XRP,1590,13.30741168751675,13.307411687516748,61.59285520126303,61.592855201263035,79,79,0,0,158
14,XRP,1710,13.30741168751675,13.307411687516748,61.30796643819747,61.30796643819747,71,71,0,0,142
15,XRP,1830,13.30741168751675,13.307411687516748,34.1823703908554,34.1823703908554,68,68,0,0,136
16,XRP,1950,13.30741168751675,13.307411687516748,36.52332579887883,36.52332579887883,64,64,0,0,128
17,XRP,2070,13.30741168751675,13.307411687516748,31.42411027304061,31.42411027304061,62,62,0,0,124
18,XRP,2190,13.30741168751675,13.307411687516748,16.379040411757785,16.37904041175777,61,61,0,0,122
19,XRP,2310,13.30741168751675,13.307411687516748,30.629437814352883,30.629437814352883,57,57,0,0,114
20,XRP,2430,13.30741168751675,13.307411687516748,49.776302018969034,49.776302018969034,53,53,0,0,106
21,XRP,2550,13.30741168751675,13.307411687516748,61.69891473951029,61.698914739510315,50,50,0,0,100
22,XRP,2670,13.30741168751675,13.307411687516748,59.15613230749883,59.15613230749884,49,49,0,0,98
23,XRP,2790,13.30741168751675,13.307411687516748,60.00669043519438,60.00669043519437,48,48,0,0,96
24,XRP,2910,13.30741168751675,13.307411687516748,67.77003585804528,67.77003585804528,46,46,0,0,92
25,XRP,3030,13.30741168751675,13.307411687516748,83.39212888911692,83.39212888911695,41,41,0,0,82
26,XRP,3150,13.30741168751675,13.307411687516748,86.7741062807005,86.7741062807005,40,40,0,0,80
27,XRP,3270,13.30741168751675,13.307411687516748,151.2596155689821,151.25961556898213,36,36,0,0,72
28,XRP,3390,13.30741168751675,13.307411687516748,187.02611982155423,187.02611982155423,35,35,0,0,70
29,XRP,3510,13.30741168751675,13.307411687516748,188.69069012365424,188.69069012365418,34,34,0,0,68
30,XRP,3630,13.30741168751675,13.307411687516748,221.24426280814578,221.24426280814578,30,30,0,0,60
31,XRP,3750,13.30741168751675,13.307411687516748,208.2511886456183,208.2511886456183,29,29,0,0,58
32,XRP,3870,13.30741168751675,13.307411687516748,196.43206719252976,196.43206719252976,29,29,0,0,58
33,XRP,3990,13.30741168751675,13.307411687516748,168.92596336688712,168.92596336688712,29,29,0,0,58
34,XRP,4110,13.30741168751675,13.307411687516748,167.69679291421812,167.69679291421812,29,29,0,0,58
35,XRP,4230,13.30741168751675,13.307411687516748,138.94095806367253,138.9409580636725,28,28,0,0,56
36,XRP,4350,13.30741168751675,13.307411687516748,172.73108047751742,172.73108047751742,25,25,0,0,50
37,XRP,4470,13.30741168751675,13.307411687516748,172.54364819131956,172.54364819131956,24,24,0,0,48
38,XRP,4590,13.30741168751675,13.307411687516748,177.0394407463579,177.0394407463579,24,24,0,0,48
39,XRP,4710,13.30741168751675,13.307411687516748,265.9665111064607,265.9665111064607,23,23,0,0,46
40,XRP,4830,13.30741168751675,13.307411687516748,268.26803893004626,268.26803893004626,22,22,0,0,44
41,XRP,4950,13.30741168751675,13.307411687516748,263.1100729162782,263.1100729162782,22,22,0,0,44
42,XRP,5070,13.30741168751675,13.307411687516748,258.38545440667656,258.38545440667656,22,22,0,0,44
43,XRP,5190,13.30741168751675,13.307411687516748,271.2252074728312,271.2252074728312,21,21,0,0,42
44,XRP,5310,13.30741168751675,13.307411687516748,252.1408133695059,252.1408133695059,21,21,0,0,42
45,XRP,5430,13.30741168751675,13.307411687516748,289.62313180873025,289.62313180873025,20,20,0,0,40
46,XRP,5550,13.30741168751675,13.307411687516748,273.1766997782686,273.1766997782686,20,20,0,0,40
47,XRP,5670,13.30741168751675,13.307411687516748,259.8438167094654,259.8438167094654,20,20,0,0,40
48,XRP,5790,13.30741168751675,13.307411687516748,259.8438167094654,259.8438167094654,20,20,0,0,40
49,XRP,5910,13.30741168751675,13.307411687516748,257.82275460579433,257.82275460579433,20,20,0,0,40
50,XRP,6030,13.30741168751675,13.307411687516748,241.096275322024,241.09627532202398,20,20,0,0,40
51,XRP,6150,13.30741168751675,13.307411687516748,226.7605675046671,226.7605675046671,20,20,0,0,40
52,XRP,6270,13.30741168751675,13.307411687516748,213.55238344533234,213.55238344533234,20,20,0,0,40
53,XRP,6390,13.30741168751675,13.307411687516748,191.1250727120854,191.1250727120854,19,19,0,0,38
54,XRP,6510,13.30741168751675,13.307411687516748,177.3355205979757,177.3355205979757,19,19,0,0,38
55,XRP,6630,13.30741168751675,13.307411687516748,219.22060314155664,219.22060314155664,18,18,0,0,36
56,XRP,6750,13.30741168751675,13.307411687516748,206.1164400919276,206.1164400919276,18,18,0,0,36
57,XRP,6870,13.30741168751675,13.307411687516748,157.16863229495448,157.16863229495448,18,18,0,0,36
58,XRP,6990,13.30741168751675,13.307411687516748,154.0785894620448,154.07858946204476,18,18,0,0,36
59,XRP,7110,13.30741168751675,13.307411687516748,141.30397780048185,141.30397780048182,18,18,0,0,36
